cui_1,relship,cui_2
C0038897,PRECEDES,C0030548
C4508995,PROCESS_OF,C0030705
C0012634,CAUSES,C1282231
C1282231,ISA,C0012634
C0344232,ISA,C0422943
C0012634,PROCESS_OF,C0001675
C1167769,PROCESS_OF,C0001675
C1167769,PROCESS_OF,C0030705
C0718566,TREATS(INFER),C0012634
C0029090,ADMINISTERED_TO,C0008059
C1268551,TREATS,C0012634
C1120386,ASSOCIATED_WITH,C0153252
C1120386,TREATS,C0239295
C1120386,TREATS,C0153252
C1120386,TREATS,C0877445
C1120386,PART_OF,C0030705
C1120386,compared_with,C1145701
C1145701,PART_OF,C0030705
C0153252,PROCESS_OF,C0001675
C0074992,TREATS,C3714514
C0003308,TREATS,C0153252
C1120386,compared_with,C0003308
C1120386,TREATS,C0001675
C0004610,COEXISTS_WITH,C1167791
C1167791,PROCESS_OF,C0030705
C1167791,CAUSES,C0004610
C1135135,TREATS,C0877373
C1135135,AFFECTS,C1719672
C0008059,USES,C1145640
C0042963,PREDISPOSES,C0004610
C0743841,PREDISPOSES,C0004610
C0743841,PROCESS_OF,C0008059
C0184666,TREATS,C0015967
C0004610,NEG_PROCESS_OF,C0008059
C0042963,PROCESS_OF,C0008059
C0022423,PROCESS_OF,C0870992
C0015540,PART_OF,C0027950
C0544711,DIAGNOSES,C0347533
C1749467,LOCATION_OF,C0025397
C0383429,TREATS(INFER),C0023434
C0383429,TREATS(INFER),C0036690
C1373218,COEXISTS_WITH,C0553576
C0010414,PROCESS_OF,C0030705
C0383429,TREATS,C0023434
C0678026,USES,C1145701
C0021079,USES,C0383429
C0036960,CAUSES,C0004610
C0426576,NEG_PROCESS_OF,C0030705
C0006087,LOCATION_OF,C0162868
C0162868,PROCESS_OF,C0030705
C0229992,PROCESS_OF,C0030705
C0152964,COMPLICATES,C0238198
C0238198,ISA,C1334699
C0238198,COEXISTS_WITH,C0004610
C3179017,TREATS,C0023467
C3179017,ADMINISTERED_TO,C0025266
C3179017,USES,C0010711
C0746883,COEXISTS_WITH,C0018790
C0023884,LOCATION_OF,C0004398
C0024109,LOCATION_OF,C0004398
C0039452,LOCATION_OF,C0004398
C0023884,LOCATION_OF,C1855038
C0005847,NEG_LOCATION_OF,C0004616
C0005847,NEG_LOCATION_OF,C0333222
C0038525,MANIFESTATION_OF,C0027540
C0013216,TREATS(INFER),C0023418
C0036690,COEXISTS_WITH,C0038525
C0003232,PREDISPOSES,C0038525
C1427812,PART_OF,C0220847
C0042776,PROCESS_OF,C0030705
C0151317,PROCESS_OF,C0030705
C0227317,LOCATION_OF,C0240821
C0376545,PROCESS_OF,C0043210
C1290916,NEG_PROCESS_OF,C0030705
C1511790,TREATS,C0940933
C0025080,TREATS,C0599755
C0016192,PART_OF,C0085498
C0016192,PART_OF(SPEC),C0315074
C0085498,ASSOCIATED_WITH,C0012634
C0315074,ASSOCIATED_WITH(SPEC),C0012634
C0315074,ISA,C0085498
C0015309,CAUSES,C0013604
C0015309,CAUSES,C0036974
C0015309,CAUSES,C3714514
C0494165,PROCESS_OF,C0030705
C0023885,PROCESS_OF,C0009063
C0023038,TREATS,C0235974
C0235974,PROCESS_OF,C0043210
C0671970,CAUSES,C0920616
C0545827,LOCATION_OF,C0332853
C1272883,AFFECTS,C0019080
C0193594,PRECEDES,C0199779
C0031809,USES,C0011900
C3714514,COEXISTS_WITH,C0004610
C0741204,PART_OF,C0003483
C1655737,DIAGNOSES,C0031039
C0005954,NEG_DIAGNOSES,C0006826
C0031050,LOCATION_OF,C0189784
C1456094,compared_with,C0040808
C0004610,ISA,C0243026
C1456094,CAUSES,C0038362
C0038362,PREDISPOSES,C0333355
C0026549,TREATS,C0030193
C0038362,CAUSES,C0030193
C0038362,AFFECTS,C0030705
C0026549,compared_with,C1456094
C1456094,TREATS,C0030193
C0030279,TREATS,C0948160
C0948160,PROCESS_OF,C0009063
C0009062,CAUSES,C0036690
C1511606,COEXISTS_WITH,C0036690
C1511606,PROCESS_OF,C0025266
C0030279,TREATS,C0036690
C0030274,LOCATION_OF,C0444186
C0004610,PROCESS_OF,C0317983
C0022658,COEXISTS_WITH,C0032556
C0022658,COEXISTS_WITH(SPEC),C0005670
C0022658,PROCESS_OF,C0376387
C0877042,PROCESS_OF,C0376387
C0005670,PROCESS_OF,C1709854
C0232804,PROCESS_OF,C0030705
C0026766,CAUSES,C0035078
C0042749,COEXISTS_WITH,C1565489
C1709846,METHOD_OF,C0011900
C0200949,DIAGNOSES,C0085393
C0085494,CAUSES,C3714514
C0029927,PROCESS_OF,C0021289
C0237021,PART_OF,C0021289
C0184661,TREATS,C0037157
C0184661,USES,C0309049
C0041618,DIAGNOSES,C0037157
C0849663,PROCESS_OF,C0021289
C0007559,ISA,C0282215
C0007559,TREATS,C0004610
C0007559,TREATS(SPEC),C0004610
C0007559,compared_with,C0282215
C0282215,TREATS,C0004610
C0020017,LOCATION_OF,C0200949
C0007559,compared_with,C0026458
C0007559,higher_than,C0026458
C0002556,TREATS,C0030705
C0002556,TREATS(INFER),C0027651
C0002556,TREATS(INFER),C0746883
C1440199,PART_OF,C0030705
C0393080,AFFECTS,C1514892
C0016277,ADMINISTERED_TO,C0030705
C0004610,COEXISTS_WITH,C0206277
C1531897,PROCESS_OF,C0030705
C0238198,ISA,C0027651
C0030705,LOCATION_OF,C2698696
C0376443,METHOD_OF,C0011900
C0812425,MEASURES,C2698696
C0276088,CAUSES,C0035410
C0276088,PROCESS_OF,C0030705
C0035410,ISA,C0009566
C0014834,CAUSES,C0877153
C0023452,PROCESS_OF,C0030705
C0035410,COEXISTS_WITH,C0877153
C0040044,TREATS,C0040046
C0024109,LOCATION_OF,C0007097
C0678026,TREATS,C2717900
C0165767,ADMINISTERED_TO,C0030705
C0278764,PROCESS_OF,C0030705
C0165767,TREATS,C0030705
C0165767,TREATS(INFER),C0006413
C0338237,TREATS,C1709854
C1708063,TREATS,C0599755
C0042313,ISA,C0017953
C0071972,ADMINISTERED_TO,C0030705
C0019994,LOCATION_OF,C0150093
C0014834,ASSOCIATED_WITH(SPEC),C0000833
C0029235,ASSOCIATED_WITH,C0000833
C0038172,ISA,C0029235
C0026926,ASSOCIATED_WITH,C0019693
C0275524,PROCESS_OF,C0724000
C0009566,COEXISTS_WITH,C0085222
C0150312,COEXISTS_WITH,C1373218
C0023467,OCCURS_IN,C0030705
C0007561,TREATS,C0029921
C0008809,TREATS,C0029921
C0150562,AFFECTS,C4289767
C1825598,ASSOCIATED_WITH,C3714514
C1825598,PRODUCES,C0949665
C0042313,TREATS,C0015967
C0002679,TREATS,C0015967
C0066005,TREATS,C0015967
C1681480,CAUSES,C0334451
C0004422,CAUSES,C0027651
C0004422,CAUSES(SPEC),C0334451
C0334451,ISA,C0027651
C0276653,AFFECTS,C0085393
C0276653,OCCURS_IN,C0030705
C0276653,PROCESS_OF,C0043210
C1708063,USES,C0393080
C0006826,AFFECTS,C0035150
C0006826,PROCESS_OF,C0043210
C0013216,compared_with,C0013216
C0162326,ASSOCIATED_WITH,C0877373
C0042993,LOCATION_OF,C0334044
C0009566,COEXISTS_WITH,C0036690
C0009566,COEXISTS_WITH,C0278704
C0746883,COEXISTS_WITH(SPEC),C0036690
C0746883,COEXISTS_WITH(SPEC),C0278704
C0035139,USES,C0033621
C0031511,NEG_ISA,C0009566
C0029132,PROCESS_OF,C0030705
C0663241,TREATS,C0036690
C0663241,TREATS,C1444662
C0004114,PROCESS_OF,C0030705
C3714514,PROCESS_OF,C0282163
C0748355,PROCESS_OF,C0030705
C1185700,LOCATION_OF,C0150312
C0032787,PREDISPOSES,C0027651
C0023465,COEXISTS_WITH,C0009566
C4084880,CAUSES,C0004610
C0199176,CAUSES,C0009566
C0004610,COEXISTS_WITH,C0009402
C0026766,PROCESS_OF,C1516213
C0011900,DIAGNOSES,C0039082
C0011900,DIAGNOSES,C0085278
C2346906,ADMINISTERED_TO,C0206194
C1516213,LOCATION_OF,C0003241
C0162595,ASSOCIATED_WITH,C0026766
C0231218,PROCESS_OF,C1516213
C0038172,LOCATION_OF,C1413982
C0445625,LOCATION_OF,C1413982
C0200949,USES,C0201997
C0201997,USES,C0005971
C0025746,ADMINISTERED_TO,C0030705
C0018787,LOCATION_OF,C0025746
C0022646,LOCATION_OF,C0025746
C0023884,LOCATION_OF,C0025746
C0024109,LOCATION_OF,C0025746
C0004398,DIAGNOSES,C0036983
C0178784,LOCATION_OF,C0332572
C0002679,CAUSES,C0877445
C1504389,AFFECTS,C0085082
C0262929,COEXISTS_WITH,C1265769
C0262929,PROCESS_OF,C0030705
C0225809,LOCATION_OF,C0027149
C4476937,COEXISTS_WITH,C0027149
C0019004,ADMINISTERED_TO,C0043210
C0022661,PROCESS_OF,C0043210
C4534554,TREATS,C1516213
C0036690,PROCESS_OF,C0023411
C0021708,LOCATION_OF,C0008976
C0016712,PREDISPOSES,C0006142
C0016712,CAUSES,C0021368
C1512981,COEXISTS_WITH,C0006826
C3853888,CAUSES,C1512981
C0006141,LOCATION_OF,C0221198
C0016712,AFFECTS,C0221198
C0016712,AFFECTS,C0678222
C0016712,TREATS,C1155266
C0016712,ADMINISTERED_TO,C0034693
C0333957,COEXISTS_WITH,C0021368
C0001551,PREDISPOSES,C0006142
C0009566,COEXISTS_WITH,C0376545
C1504389,PREDISPOSES,C3714514
C0003232,PREDISPOSES,C3714514
C0015809,LOCATION_OF,C0023269
C0489950,TREATS,C0023269
C0005775,PROCESS_OF,C0003842
C0018246,LOCATION_OF,C0036690
C0025080,USES,C1956079
C0042313,ASSOCIATED_WITH,C0027651
C1257890,LOCATION_OF,C0042313
C0042313,ADMINISTERED_TO,C0030705
C0011065,ASSOCIATED_WITH,C0003873
C0022660,PROCESS_OF,C0008059
C1456706,TREATS,C0024348
C3806166,COEXISTS_WITH,C0026766
C0011946,ISA,C0206074
C0036690,PROCESS_OF,C0999122
C0036690,PROCESS_OF(SPEC),C0993556
C0993556,ISA,C0999122
C0012634,COEXISTS_WITH,C2675626
C0019144,CAUSES,C0005779
C0019144,CAUSES,C0020433
C0019144,CAUSES,C0085584
C0850376,PROCESS_OF,C1257890
C0023810,AUGMENTS,C0600688
C0243092,PART_OF,C0018150
C0023810,AFFECTS,C0270611
C0933845,LOCATION_OF,C0270611
C0004112,LOCATION_OF,C0023810
C0017636,PROCESS_OF,C0086418
C0023810,NEG_CAUSES,C0007587
C0229619,LOCATION_OF,C0948214
C1719672,CAUSES,C0349410
C0940931,PREDISPOSES,C0019080
C0040034,PREDISPOSES,C0019080
C0004610,PROCESS_OF,C0445945
C0011991,PROCESS_OF,C0025266
C0267953,PROCESS_OF,C0030705
C1320685,PROCESS_OF,C0030705
C1510483,DIAGNOSES,C0015967
C0852753,USES,C0182400
C0185115,PRECEDES,C0041618
C0184661,TREATS,C0333161
C0184661,TREATS,C0341479
C0184661,TREATS(INFER),C0001339
C0184661,TREATS(INFER),C0743630
C0185115,TREATS(SPEC),C0030705
C0185115,TREATS(SPEC),C0333161
C0185115,TREATS(SPEC),C0341479
C0743630,PROCESS_OF,C0030705
C0007222,CAUSES,C0022660
C0022646,LOCATION_OF,C0277554
C0022660,OCCURS_IN,C0337547
C0349410,PROCESS_OF,C0008059
C0018787,LOCATION_OF,C0024485
C0004610,OCCURS_IN,C0599755
C1517205,PREDISPOSES,C0004610
C0472699,TREATS(INFER),C3272283
C0013216,TREATS(INFER),C0021368
C0032520,MEASURES,C1442449
C0004610,CAUSES,C0015967
C0072027,AUGMENTS,C3714514
C0072027,AUGMENTS(SPEC),C0004610
C0948695,PROCESS_OF,C0030705
C0057144,CAUSES,C3714514
C0057144,PART_OF,C0029235
C0085426,PROCESS_OF,C1516213
C0014121,COMPLICATES,C0007194
C0007194,PROCESS_OF,C0030705
C0014118,COMPLICATES,C0007194
C0040732,TREATS,C0023467
C3824874,PROCESS_OF,C0008059
C0026941,CAUSES,C0206171
C0079731,PROCESS_OF,C0870604
C0023530,COEXISTS_WITH,C0220615
C1021730,CAUSES,C0004610
C0009368,LOCATION_OF,C0850639
C0850639,PROCESS_OF,C0030705
C0014118,CAUSES,C0004610
C3714514,CAUSES,C0004610
C0335326,TREATS,C0030705
C1514832,TREATS,C0030705
C0600558,ADMINISTERED_TO,C0030705
C0279516,ADMINISTERED_TO,C0030705
C0718566,ADMINISTERED_TO,C0030705
C0085559,TREATS,C0036983
C0877629,TREATS,C0021289
C0279033,TREATS,C0398686
C0023464,PROCESS_OF,C0030705
C0017189,LOCATION_OF,C0011121
C1514832,TREATS,C0023464
C0004398,DIAGNOSES,C2126255
C0006104,LOCATION_OF,C0333463
C0023884,LOCATION_OF,C0333463
C0024109,LOCATION_OF,C0333463
C0034428,PREVENTS,C0036690
C0006968,TREATS,C0746883
C0007634,PRODUCES,C0101725
C0021701,PART_OF,C0023516
C0101725,INTERACTS_WITH,C0002716
C0101725,INTERACTS_WITH,C0019796
C0101725,INTERACTS_WITH,C0021701
C0101725,INTERACTS_WITH,C0032923
C0101725,INTERACTS_WITH,C0950624
C0079904,ISA,C0040648
C0101725,STIMULATES,C0079904
C1021730,CAUSES,C0036690
C1021730,CAUSES,C3714514
C0001899,ISA,C0443764
C0033707,ISA,C0022885
C0033707,USES(SPEC),C0441509
C1457887,CAUSES,C0011065
C0023884,LOCATION_OF,C0221198
C0023884,LOCATION_OF,C0456900
C0026764,COEXISTS_WITH,C0279068
C0006611,ISA,C0041365
C0010583,INHIBITS,C0041365
C0010583,INHIBITS,C2347296
C0010583,INHIBITS(SPEC),C0006611
C0011777,INHIBITS,C0041365
C0011777,INHIBITS,C2347296
C0011777,INHIBITS(SPEC),C0006611
C0041365,PART_OF,C0006611
C1136084,PROCESS_OF,C0030705
C1997883,TREATS,C0264490
C1444097,CAUSES,C1704275
C1704275,AFFECTS,C0220781
C0023467,CAUSES,C0746883
C0062986,TREATS,C0746883
C1704275,PROCESS_OF,C0030705
C1704275,PRODUCES,C0486433
C0013216,PRECEDES,C0011906
C0430022,DIAGNOSES,C1704275
C1704275,ISA,C1457887
C0014834,CAUSES,C1704275
C0030637,CAUSES,C0029443
C0186193,PRECEDES,C0002903
C2603343,MEASURES,C0026565
C0909381,TREATS,C0010823
C1198845,CAUSES,C0036690
C1198845,ISA,C0314752
C0029235,CAUSES,C0012634
C0033477,CAUSES,C0004610
C0205082,PREDISPOSES,C2886794
C1273551,ADMINISTERED_TO,C0030705
C1273551,USES,C1145640
C0030548,PREDISPOSES,C2886794
C0243077,TREATS,C0019080
C0534191,TREATS,C0030705
C0151699,PROCESS_OF,C0030705
C0534191,ADMINISTERED_TO,C0030705
C0534191,TREATS(INFER),C3272283
C1719672,PROCESS_OF,C1709854
C1719672,COMPLICATES,C0746883
C0022122,LOCATION_OF,C0239998
C0749736,TREATS,C0086582
C0392920,PRECEDES,C0524865
C2603343,MEASURES,C0085682
C0028880,PROCESS_OF,C0030705
C0040300,PART_OF,C0029463
C0038402,INTERACTS_WITH,C0001699
C0038402,INTERACTS_WITH,C0038172
C0008059,LOCATION_OF,C0085295
C0079772,PROCESS_OF,C0008059
C2911632,PROCESS_OF,C0008059
C0027627,COEXISTS_WITH,C0237967
C0079772,COEXISTS_WITH,C0237967
C1836805,COEXISTS_WITH,C0237967
C2911632,COEXISTS_WITH,C0237967
C0036690,PROCESS_OF,C0315057
C0275524,COEXISTS_WITH,C0442744
C0004610,PROCESS_OF,C1043514
C0030705,USES,C0007439
C1764827,PART_OF,C1038817
C0008196,TREATS,C0004610
C1997883,TREATS,C0085393
C3164735,TREATS,C0085393
C0024109,LOCATION_OF,C1836348
C1708063,TREATS,C0008059
C1708063,TREATS(INFER),C0006826
C0007551,TREATS,C0008059
C0007551,TREATS,C0012634
C3854019,TREATS,C0008059
C3854019,TREATS,C0012634
C1550225,LOCATION_OF,C0179762
C0030705,USES,C0935727
C0008059,USES,C0179762
C0036983,PROCESS_OF,C0205653
C0035648,PROCESS_OF,C0205653
C0035648,PREDISPOSES,C0009566
C0085082,PROCESS_OF,C1709854
C0022660,PROCESS_OF(SPEC),C0008059
C0150499,PROCESS_OF,C1257890
C0729338,TREATS,C0033213
C0004482,TREATS,C1511780
C0013845,USES,C0037914
C0431085,PRODUCES,C0001924
C0744471,ISA,C0004610
C3242274,PROCESS_OF,C0030705
C0050380,ISA,C0013216
C0050380,TREATS(SPEC),C0019829
C0333355,PROCESS_OF,C1709854
C0333355,AFFECTS,C1155266
C0008864,TREATS,C0030705
C0008864,TREATS(INFER),C0004610
C0333355,ASSOCIATED_WITH,C0008864
C0023530,COMPLICATES,C1155266
C0015967,PREDISPOSES,C0006826
C0936012,USES,C0013216
C0742714,TREATS,C0030705
C0742714,TREATS(INFER),C0009402
C0919691,CAUSES,C0011065
C0033377,CAUSES,C0578479
C0076080,TREATS,C0030705
C0076080,TREATS(INFER),C2010569
C2010569,PROCESS_OF,C0030705
C0076080,ISA,C0003392
C1533651,PROCESS_OF,C0030705
C1158323,PROCESS_OF,C0026809
C1327211,COEXISTS_WITH,C0597987
C0015695,PROCESS_OF,C0003062
C0205054,LOCATION_OF,C0020557
C0300807,CAUSES,C0020557
C0023779,INTERACTS_WITH,C0017337
C0023884,LOCATION_OF,C0300807
C0300807,PART_OF,C0205054
C0041004,STIMULATES,C0300807
C0040649,PROCESS_OF,C0300807
C0445623,CAUSES,C0085082
C0314752,ISA,C0445623
C0379422,TREATS,C0030705
C0379422,TREATS(INFER),C0035222
C0130137,TREATS,C0035222
C0242966,COEXISTS_WITH,C0242488
C0004610,COEXISTS_WITH,C0018939
C1708063,TREATS,C0004610
C0031453,TREATS,C0030705
C0031453,TREATS(INFER),C0029925
C0031453,ISA,C0002525
C0031453,PART_OF,C0002525
C0031453,TREATS(INFER),C0019693
C0031453,TREATS(INFER),C0036690
C0031453,TREATS(INFER),C0043251
C0068527,PREDISPOSES,C0242606
C0077503,AFFECTS,C0332149
C0021368,COEXISTS_WITH,C4055506
C0162772,AUGMENTS,C0439662
C0035475,LOCATION_OF,C0074992
C0282386,TREATS,C0004610
C0002499,INTERACTS_WITH,C0007559
C0002499,INTERACTS_WITH,C0008809
C0002499,INTERACTS_WITH,C0020933
C0002499,INTERACTS_WITH,C0066005
C0002499,INTERACTS_WITH,C0250480
C2937358,COEXISTS_WITH,C0085669
C0679250,PROCESS_OF,C0030705
C1825598,PART_OF,C1066251
C1066251,COEXISTS_WITH,C0520788
C0686750,PROCESS_OF,C0030705
C0020967,ASSOCIATED_WITH,C0042749
C1066251,PROCESS_OF,C0030705
C0012854,PART_OF,C1066251
C0012854,NEG_PART_OF,C0030705
C0003316,COEXISTS_WITH,C0003320
C0006826,PRODUCES,C0042210
C0009450,PRODUCES,C0042210
C2718001,PRODUCES,C0042210
C0002520,CAUSES,C0239984
C0003261,PROCESS_OF,C0026809
C0048616,AUGMENTS,C0003261
C0023810,AUGMENTS,C0011065
C0003320,AFFECTS,C0301872
C0030705,LOCATION_OF,C0239059
C0004610,AFFECTS,C0018270
C0085101,TREATS,C0024301
C0194037,METHOD_OF,C0085101
C0086818,TREATS,C3841787
C1517677,PROCESS_OF,C0030705
C0023530,NEG_ISA,C0039082
C0194037,TREATS,C0030705
C0194037,TREATS(INFER),C0024301
C3163695,TREATS,C2239176
C3163695,USES,C0003232
C0279606,PROCESS_OF,C0030705
C0683525,TREATS(INFER),C0279606
C0683525,TREATS(INFER),C0849867
C0849867,PROCESS_OF,C0030705
C2744535,ASSOCIATED_WITH,C0279606
C3163695,TREATS,C0279606
C0454104,TREATS,C0030705
C0454104,TREATS(INFER),C0279606
C2984585,TREATS,C0030705
C2984585,TREATS(INFER),C0279606
C0013931,ADMINISTERED_TO,C0260194
C0947795,USES,C0003232
C1832055,PROCESS_OF,C0030705
C3163695,TREATS,C0030705
C3163695,TREATS(INFER),C1832055
C0018956,PRODUCES,C0005767
C0022877,LOCATION_OF,C0870840
C0059985,PREDISPOSES,C3714514
C0042776,NEG_CAUSES,C3714514
C0013216,USES,C0059985
C3714514,COEXISTS_WITH,C1688637
C1825598,ASSOCIATED_WITH,C0036983
C1825598,ASSOCIATED_WITH,C1719672
C0012155,AFFECTS,C1112211
C0242295,AFFECTS(SPEC),C1112211
C0242295,ISA,C0012155
C1112211,PROCESS_OF,C0026809
C0008269,ISA,C0013227
C0061202,DISRUPTS,C1112211
C0175996,PART_OF,C0030498
C0023884,LOCATION_OF,C0024530
C0349410,PROCESS_OF,C1518578
C0001962,PREVENTS,C0742006
C0742006,COEXISTS_WITH,C0085393
C1145640,PREVENTS,C0742006
C0005516,PREDISPOSES,C0036690
C0442867,PROCESS_OF,C0008059
C0200949,ISA,C0018941
C0347509,PROCESS_OF,C0008059
C0003232,ADMINISTERED_TO,C0008059
C0445625,ISA,C0018154
C0008864,INTERACTS_WITH,C0682610
C0682610,PART_OF,C0021852
C0005767,LOCATION_OF,C0008864
C2926602,LOCATION_OF,C0008864
C0008864,ASSOCIATED_WITH,C0004610
C1706912,TREATS,C0030705
C0007634,PART_OF,C0037179
C0030660,COEXISTS_WITH,C0018939
C0282548,PROCESS_OF,C0030705
C0007584,USES,C0013227
C0013227,AFFECTS,C0010853
C0018939,AFFECTS,C0806140
C0472699,TREATS,C0042749
C0000737,PROCESS_OF,C1516213
C0009488,PROCESS_OF,C0001675
C1704729,LOCATION_OF,C1964257
C0941156,TREATS,C0030705
C0036690,CAUSES,C0019993
C0392920,TREATS,C0029925
C3540840,COEXISTS_WITH,C0036983
C3540840,COEXISTS_WITH,C0149520
C0003993,CAUSES,C3160858
C3160858,PROCESS_OF,C0008059
C0003993,TREATS,C0023449
C0003993,TREATS,C3160858
C0003993,TREATS,C0008059
C0003993,TREATS(INFER),C0023449
C0003993,TREATS(INFER),C0036572
C0003993,TREATS(INFER),C0751054
C0036572,PROCESS_OF,C0008059
C0751054,PROCESS_OF,C0008059
C0205721,ISA,C3714514
C0011065,AFFECTS,C0010356
C0023440,PROCESS_OF,C0030705
C0315054,PRODUCES,C0597979
C0315054,CAUSES,C0004610
C0017337,PRODUCES,C0597979
C0936012,USES,C0599927
C0318290,CAUSES,C0032285
C0036690,PROCESS_OF,C1047984
C0024299,COEXISTS_WITH,C0036690
C0042749,COEXISTS_WITH,C0036690
C0805586,USES,C0011900
C0419786,ADMINISTERED_TO,C1710470
C1710470,DIAGNOSES,C0020517
C0030312,PROCESS_OF,C0008059
C0030755,ISA,C0025118
C0028429,LOCATION_OF,C0015967
C0028429,LOCATION_OF,C0019080
C0028429,LOCATION_OF,C0030232
C0028429,LOCATION_OF,C0031256
C0028429,LOCATION_OF,C0042782
C0030312,CAUSES,C0002888
C0085669,CAUSES,C0002888
C0085669,CAUSES,C0030312
C0040808,TREATS,C0008059
C0040808,TREATS(INFER),C0023467
C0040808,USES,C0042313
C0055003,CAUSES,C0442797
C0393080,TREATS(INFER),C0023467
C0229671,LOCATION_OF,C0017725
C0001779,PREDISPOSES,C1719672
C0040808,TREATS,C0015576
C0940933,COEXISTS_WITH,C0026764
C0314621,ASSOCIATED_WITH,C3714514
C1414553,LOCATION_OF,C0032529
C1414555,LOCATION_OF,C0032529
C3714514,NEG_AFFECTS,C0032529
C0597356,ADMINISTERED_TO,C0030705
C0597356,CAUSES,C0009450
C0004037,ISA,C0029235
C0012854,PART_OF,C0029235
C0012854,PART_OF(SPEC),C0004037
C1135626,TREATS,C0085669
C0333355,AFFECTS,C0445623
C0079459,NEG_INTERACTS_WITH,C2926735
C2926735,TREATS,C0015967
C2926735,TREATS,C0008059
C2926735,TREATS(INFER),C0023467
C0036983,AFFECTS,C1516213
C1516213,ISA,C0030705
C0036983,OCCURS_IN,C0030705
C0729536,TREATS,C0042133
C2979982,PROCESS_OF,C0043210
C0729536,TREATS,C0043210
C0404066,NEG_ADMINISTERED_TO,C0043210
C0027086,AFFECTS,C0014180
C1112211,ASSOCIATED_WITH,C0450254
C0006666,COEXISTS_WITH,C0022661
C0006666,PROCESS_OF,C0043210
C0319629,CAUSES,C0877445
C0023530,PREDISPOSES,C0877445
C0860239,PREDISPOSES,C0877445
C0015252,TREATS,C0009404
C1700929,TREATS,C0009404
C0184661,PRECEDES,C1700929
C0034519,AFFECTS,C0004610
C1700929,TREATS,C0742597
C0184661,TREATS,C0940933
C0006118,PROCESS_OF,C0030705
C0317728,CAUSES,C0004610
C0019369,PROCESS_OF,C0008059
C0743841,PROCESS_OF,C1516213
C0010823,PROCESS_OF,C0008059
C0042769,PROCESS_OF,C0008059
C0025066,LOCATION_OF,C0024248
C1185740,LOCATION_OF,C0036690
C0282493,DIAGNOSES,C0008311
C1185740,LOCATION_OF,C1261287
C1261287,PROCESS_OF,C0030705
C1145670,CAUSES,C0015967
C0035236,CAUSES,C0035242
C0035242,PROCESS_OF,C0008059
C0035235,CAUSES,C1142578
C0035235,PROCESS_OF,C0001675
C4014818,PROCESS_OF,C0001675
C0035236,CAUSES,C1145670
C0035222,PROCESS_OF,C0001675
C0035236,CAUSES,C0035222
C1145670,PROCESS_OF,C0001675
C0036690,COMPLICATES,C0262929
C0013922,ISA,C1457887
C0026269,ISA,C1457887
C0333056,PART_OF,C0027651
C0018792,LOCATION_OF,C1096155
C0005779,COMPLICATES,C0036690
C0079459,ASSOCIATED_WITH(INFER),C0023449
C0079459,PART_OF,C0030705
C1825449,ASSOCIATED_WITH(INFER),C0023449
C1825449,PART_OF,C0030705
C2886794,PROCESS_OF,C2986511
C3714514,OCCURS_IN,C0599755
C1145701,ISA,C0023828
C0199176,USES,C0016277
C1120386,COEXISTS_WITH,C1145701
C0004504,compared_with,C0009429
C0004504,higher_than,C0009429
C0005558,USES,C0003232
C0021845,PROCESS_OF,C0025266
C0031511,PROCESS_OF,C0025266
C0023038,METHOD_OF,C0741614
C0034606,DIAGNOSES,C0031511
C1510438,DIAGNOSES,C0031511
C0001632,TREATS,C1457887
C0007578,PART_OF,C1749467
C0439775,TREATS,C0030705
C0439775,TREATS(INFER),C0376545
C0439775,TREATS(INFER),C4321237
C0877445,ISA,C1262313
C0030705,LOCATION_OF,C0072978
C0030705,LOCATION_OF,C0079633
C0030705,LOCATION_OF,C0128897
C0030705,LOCATION_OF,C0282554
C0030705,LOCATION_OF,C1435946
C0167627,PART_OF,C1749467
C0199176,USES,C0003308
C0199176,USES(SPEC),C1452382
C1452382,ISA,C0003308
C0282554,compared_with,C1452382
C0023885,COEXISTS_WITH,C0948380
C1279386,PROCESS_OF,C0030705
C1279386,PROCESS_OF,C0038402
C0024203,TREATS,C0025266
C0024203,TREATS,C0242379
C0396585,TREATS,C0025266
C0396585,TREATS,C0242379
C0042036,LOCATION_OF,C0581779
C0155862,CAUSES,C0032285
C0036690,PROCESS_OF,C0022727
C0201657,DIAGNOSES,C0004610
C0201657,DIAGNOSES,C0004623
C0145185,TREATS,C0349412
C0349412,PROCESS_OF,C0021289
C4304283,PROCESS_OF,C0030705
C0349412,PROCESS_OF,C0001675
C0349412,PROCESS_OF,C0030705
C0596545,PROCESS_OF,C0021289
C2917446,TREATS,C0349412
C0000726,LOCATION_OF,C0027819
C0145185,ADMINISTERED_TO,C0021289
C0242966,PROCESS_OF,C0021289
C0145185,TREATS,C0030705
C0145185,TREATS(INFER),C0349412
C0021289,ISA,C1257890
C0020625,PROCESS_OF,C0030705
C0663241,CAUSES,C0020625
C0020625,PROCESS_OF,C0025266
C0038172,CAUSES,C2886794
C0016610,COEXISTS_WITH,C0663241
C0663241,TREATS,C0039082
C0663241,CAUSES,C0039082
C0746883,COEXISTS_WITH,C0242723
C0242723,PROCESS_OF,C0030705
C0392920,TREATS(INFER),C0242723
C0392920,TREATS(INFER),C0746883
C0024530,AFFECTS,C0030705
C3890735,PREDISPOSES,C1719672
C1261322,TREATS(INFER),C0476474
C1262313,ISA,C3714514
C0006826,PROCESS_OF,C0238598
